Linux 5.19.0-45-generic (rachit-virtual-machine) 	24/06/23 	_x86_64_	(4 CPU)

01:05:51 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:10:55 AM IST     all     15.15      0.00     12.37      0.25      0.00     72.22
01:10:56 AM IST     all     67.43      0.00     12.47      0.00      0.00     20.10
01:10:57 AM IST     all     79.80      0.00      0.26      0.00      0.00     19.95
01:10:58 AM IST     all     78.03      0.00      1.01      0.00      0.00     20.96
01:10:59 AM IST     all     79.59      0.00      0.77      0.00      0.00     19.64
01:11:00 AM IST     all     43.61      0.00      1.25      0.00      0.00     55.14
01:11:01 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:02 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:11:03 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:04 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:05 AM IST     all      0.51      0.00      0.25      0.00      0.00     99.24
01:11:06 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:07 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:11:08 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:11:09 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:11:10 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:11 AM IST     all     18.78      0.00     19.80      0.00      0.00     61.42
01:11:12 AM IST     all     75.06      0.00      4.83      0.00      0.00     20.10
01:11:13 AM IST     all     77.72      0.00      3.04      0.00      0.00     19.24
01:11:14 AM IST     all     80.15      0.00      1.01      0.00      0.00     18.84
01:11:15 AM IST     all     83.25      0.00      0.51      0.00      0.00     16.24
01:11:16 AM IST     all     35.66      0.00      1.50      0.00      0.00     62.84
01:11:17 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:18 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:19 AM IST     all      0.00      0.00      0.25      0.25      0.00     99.50
01:11:20 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:21 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:22 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:11:23 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:24 AM IST     all      0.50      0.00      0.25      0.00      0.00     99.25
01:11:25 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:26 AM IST     all     13.20      0.00     14.97      0.00      0.00     71.83
01:11:27 AM IST     all     70.20      0.00      9.09      0.00      0.00     20.71
01:11:28 AM IST     all     78.34      0.00      1.01      0.00      0.00     20.65
01:11:29 AM IST     all     77.95      0.00      1.03      0.00      0.00     21.03
01:11:30 AM IST     all     78.68      0.00      1.52      0.00      0.00     19.80
01:11:31 AM IST     all     39.40      0.00      1.50      0.00      0.00     59.10
01:11:32 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:11:33 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:34 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:11:35 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:36 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:11:37 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:38 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:39 AM IST     all      0.00      0.00      0.00      0.25      0.00     99.75
01:11:40 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:41 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:42 AM IST     all      0.25      0.00      2.02      0.00      0.00     97.73
01:11:43 AM IST     all     51.14      0.00     19.49      0.00      0.00     29.37
01:11:44 AM IST     all     72.77      0.00      5.85      0.00      0.00     21.37
01:11:45 AM IST     all     77.02      0.00      1.52      0.00      0.00     21.46
01:11:46 AM IST     all     76.26      0.00      1.77      0.00      0.00     21.97
01:11:47 AM IST     all     75.31      0.00      1.76      0.00      0.00     22.92
01:11:48 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:11:49 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:11:50 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:51 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:52 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:53 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:11:54 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:11:55 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
